dom1,dom2,ipfam,threedid
PF01057,PF01057,0,1
PF00586,PF01765,0,0
PF00586,PF03971,0,0
PF00586,PF02581,0,0
PF00586,PF00834,0,0
PF00586,PF02618,0,0
PF00586,PF02786,0,0
PF00586,PF02769,1,1
PF00586,PF03646,0,0
PF00586,PF02700,0,1
PF00586,PF01118,0,0
PF00586,PF03453,0,0
PF00586,PF07650,0,0
PF00586,PF00890,0,0
PF00586,PF00586,1,1
PF00586,PF03061,0,0
PF00586,PF04314,0,0
PF00586,PF02774,0,0
PF00586,PF01967,0,0
PF00586,PF03102,0,0
PF00586,PF00926,0,0
PF00586,PF02874,0,0
PF00586,PF01370,0,0
PF00586,PF02664,0,0
PF00586,PF01568,0,0
PF04379,PF04379,1,1
PF04378,PF08364,0,0
PF04378,PF09976,0,0
PF04378,PF07219,0,0
PF04376,PF04377,0,0
PF09063,PF09063,1,1
PF04371,PF04371,1,1
PF08711,PF10278,0,0
PF09398,PF09398,0,1
PF09399,PF09399,0,1
PF09396,PF09396,0,1
PF09397,PF09397,0,1
PF09394,PF09394,0,1
PF09395,PF09395,0,1
PF09392,PF09477,0,1
PF09392,PF09392,0,1
PF01653,PF01653,1,1
PF01653,PF01668,0,0
PF01653,PF03120,1,1
PF01653,PF01807,0,0
PF01653,PF03119,1,1
PF01652,PF02854,0,0
PF01652,PF01652,1,1
PF01652,PF03828,0,0
PF01652,PF05994,0,0
PF01652,PF05456,1,1
PF01652,PF10477,0,0
PF01652,PF03103,0,0
PF00708,PF00708,1,1
PF00709,PF00709,1,1
PF00878,PF00878,1,1
PF01656,PF02810,0,0
PF01656,PF01656,1,1
PF07544,PF08633,0,0
PF07544,PF10744,0,0
PF07544,PF09748,0,0
PF07544,PF08638,0,0
PF07544,PF07544,1,0
PF07544,PF10278,0,0
PF07544,PF08689,0,0
PF00702,PF04539,0,0
PF00702,PF02481,0,0
PF00702,PF08426,0,0
PF00702,PF04061,0,0
PF00702,PF01464,0,0
PF00702,PF08661,0,0
PF00702,PF04098,0,0
PF00702,PF02322,0,0
PF00702,PF03129,0,0
PF00702,PF02325,0,0
PF00702,PF02437,0,0
PF00702,PF06480,0,0
PF00702,PF02637,0,0
PF00702,PF00702,1,1
PF00702,PF06799,0,0
PF00702,PF02922,0,0
PF00702,PF00782,0,0
PF00702,PF04542,0,0
PF00702,PF01716,0,0
PF00702,PF04545,0,0
PF00702,PF01551,0,0
PF00702,PF06429,0,0
PF00702,PF01075,0,0
PF00702,PF03588,0,0
PF00702,PF07690,0,0
PF00702,PF01553,0,0
PF00702,PF09451,0,0
PF00702,PF02363,0,0
PF00702,PF05140,0,0
PF00702,PF00805,0,0
PF00702,PF02915,0,0
PF00702,PF03388,0,0
PF00702,PF05492,0,0
PF00702,PF05875,0,0
PF00702,PF01230,0,0
PF00702,PF01625,0,0
PF00702,PF00735,0,0
PF00702,PF01105,0,0
PF00702,PF02358,0,0
PF00702,PF02355,0,0
PF00702,PF06733,0,0
PF00702,PF02133,0,0
PF00702,PF02075,0,0
PF00702,PF01569,0,0
PF00702,PF02540,0,0
PF00875,PF08241,0,0
PF00875,PF00875,1,1
PF00875,PF04821,0,0
PF00875,PF03441,1,1
PF00700,PF01514,0,0
PF00700,PF02561,1,1
PF00700,PF01052,0,0
PF00700,PF03963,0,0
PF00700,PF01312,0,0
PF00700,PF03748,0,0
PF00700,PF08345,0,0
PF00700,PF02465,0,0
PF00700,PF01706,0,0
PF00700,PF06429,0,0
PF00700,PF00771,0,0
PF00700,PF01311,0,0
PF00700,PF02154,0,0
PF00700,PF07559,0,0
PF00700,PF00813,0,0
PF00700,PF07196,0,1
PF00700,PF01313,0,0
PF00700,PF02049,0,0
PF00700,PF07195,0,0
PF01658,PF01658,1,1
PF01658,PF07994,1,1
PF00870,PF01485,0,0
PF00870,PF09030,0,0
PF00870,PF02037,0,0
PF00870,PF08423,0,0
PF00870,PF00870,1,1
PF00870,PF07710,0,0
PF00870,PF03256,0,0
PF00870,PF06431,0,1
PF00870,PF02260,0,0
PF00707,PF01985,0,0
PF00707,PF01782,0,0
PF00707,PF03379,0,0
PF00707,PF01165,0,0
PF00704,PF02839,1,1
PF00704,PF08329,1,1
PF00704,PF00704,1,1
PF00705,PF03463,0,0
PF00705,PF01798,0,0
PF00705,PF01873,0,0
PF00705,PF10584,0,0
PF00705,PF04675,0,0
PF00705,PF00867,0,0
PF00705,PF03876,0,0
PF00705,PF08423,0,0
PF00705,PF00705,1,1
PF00705,PF03465,0,0
PF00705,PF04042,0,0
PF00705,PF01201,0,0
PF00705,PF00752,1,1
PF00705,PF01248,0,0
PF00705,PF00817,0,0
PF00705,PF02747,1,1
PF01095,PF01095,0,1
PF01095,PF04043,0,1
PF01094,PF01455,0,0
PF01094,PF02348,0,0
PF01094,PF02359,0,0
PF01094,PF07562,0,1
PF01094,PF07653,0,0
PF01094,PF01094,1,1
PF01094,PF01230,0,0
PF08710,PF08717,1,0
PF08710,PF08710,1,1
PF00266,PF02657,0,0
PF00266,PF00389,0,0
PF00266,PF03947,0,0
PF00266,PF00266,1,1
PF00266,PF03435,0,0
PF00266,PF00764,0,0
PF00266,PF02826,0,0
PF00266,PF01592,0,0
PF00266,PF08241,0,0
PF00266,PF02882,0,0
PF00266,PF00994,0,0
PF00266,PF01106,0,0
PF00266,PF02441,0,0
PF00266,PF02699,0,0
PF00266,PF01230,0,0
PF00266,PF03205,0,0
PF00266,PF02540,0,0
PF00266,PF01842,0,0
PF00266,PF01206,0,0
PF00266,PF06418,0,0
PF00266,PF00501,0,0
PF00266,PF00291,0,0
PF01090,PF05032,0,0
PF01093,PF07654,0,0
PF05579,PF05579,1,1
PF07541,PF08423,0,0
PF07541,PF10584,0,0
PF09104,PF09121,1,1
PF01099,PF01099,1,1
PF01099,PF09252,0,1
PF02793,PF02793,0,1
PF00610,PF00932,0,0
PF00610,PF00617,0,1
PF00610,PF02893,0,0
PF00610,PF03143,0,0
PF00610,PF05485,0,0
PF01479,PF01728,0,1
PF01479,PF03813,0,0
PF01479,PF08351,0,0
PF01479,PF01814,0,0
PF01479,PF02020,0,0
PF01479,PF02786,0,0
PF01479,PF02146,0,0
PF01479,PF01590,0,0
PF01479,PF03948,0,0
PF01479,PF06062,0,0
PF01479,PF01966,0,0
PF01479,PF02542,0,0
PF01479,PF02540,0,0
PF01479,PF04950,0,0
PF01479,PF02810,0,0
PF01479,PF03953,0,0
PF01479,PF04335,0,0
PF01479,PF02817,0,0
PF01479,PF01602,0,0
PF01479,PF04393,0,0
PF01479,PF01541,0,0
PF01479,PF02899,0,0
PF01479,PF09202,0,0
PF01479,PF04998,0,0
PF01479,PF01553,0,0
PF01479,PF02441,0,0
PF01479,PF03180,0,0
PF01479,PF02259,0,0
PF01479,PF02934,0,0
PF01479,PF03691,0,0
PF01479,PF04378,0,0
PF01479,PF02586,0,0
PF01479,PF03914,0,0
PF01479,PF03118,0,0
PF01479,PF01652,0,0
PF01479,PF09107,0,0
PF01479,PF05166,0,0
PF01479,PF04542,0,0
PF01479,PF02926,0,0
PF01479,PF01479,1,0
PF01479,PF07650,0,0
PF01479,PF03453,0,0
PF01479,PF08772,0,0
PF01479,PF01928,0,0
PF01479,PF08060,0,0
PF01479,PF05178,0,0
PF01479,PF01649,0,0
PF01479,PF01842,0,0
PF01479,PF02463,0,0
PF01479,PF04109,0,0
PF01479,PF04997,0,0
PF01479,PF01502,0,0
PF01479,PF08164,0,0
PF01479,PF08271,0,0
PF01479,PF04055,0,0
PF01479,PF04983,0,0
PF01479,PF03061,0,0
PF01479,PF02887,0,0
PF01479,PF02562,0,0
PF01479,PF01844,0,0
PF01479,PF08564,0,0
PF05971,PF05971,0,1
PF03789,PF05184,0,0
PF03789,PF03791,0,0
PF05974,PF05974,0,1
PF01473,PF01473,1,1
PF01472,PF02985,0,0
PF01472,PF02854,0,0
PF01472,PF01472,1,1
PF01472,PF01702,1,1
PF01472,PF09183,1,1
PF01472,PF01509,1,1
PF01472,PF08068,1,1
PF08267,PF08267,1,1
PF01470,PF01470,1,1
PF01477,PF02759,0,1
PF01477,PF02740,1,1
PF04115,PF04115,1,1
PF01331,PF01331,1,0
PF01331,PF03919,1,1
PF09648,PF09648,0,1
PF04289,PF04289,0,1
PF01351,PF01351,1,1
PF01351,PF08543,0,0
PF08068,PF08068,0,1
PF00614,PF01479,0,0
PF00614,PF00614,1,1
PF09642,PF09642,0,1
PF09643,PF09643,0,1
PF09644,PF09644,0,1
PF09646,PF09646,0,1
PF09647,PF09647,0,1
PF00676,PF00676,1,1
PF00676,PF05193,0,0
PF00676,PF02779,1,1
PF00676,PF04055,0,0
PF00676,PF02780,1,1
PF00676,PF01276,0,0
PF00676,PF03711,0,0
PF00677,PF00677,1,1
PF00677,PF00925,0,0
PF00674,PF08426,0,0
PF00674,PF04597,0,0
PF00674,PF02893,0,0
PF00674,PF06398,0,0
PF00674,PF05007,0,0
PF00674,PF00702,0,0
PF00674,PF02985,0,0
PF00674,PF02383,0,0
PF00674,PF01699,0,0
PF00674,PF08114,0,0
PF00674,PF00674,0,0
PF00674,PF10032,0,0
PF00674,PF01066,0,0
PF00675,PF01424,0,0
PF00675,PF05193,1,1
PF00675,PF09749,0,0
PF00675,PF01423,0,0
PF00675,PF02921,1,1
PF00675,PF08477,0,0
PF00675,PF08367,0,1
PF00675,PF02729,0,0
PF00675,PF04502,0,0
PF00675,PF02271,1,1
PF00675,PF08647,0,0
PF00675,PF00675,1,1
PF00675,PF02939,1,0
PF07952,PF07953,1,1
PF00673,PF04539,0,0
PF00673,PF01189,0,0
PF00673,PF03810,0,0
PF00673,PF00696,0,0
PF00673,PF03118,0,0
PF00673,PF04542,0,0
PF00673,PF01193,0,0
PF00673,PF01197,0,1
PF00673,PF01926,0,0
PF00673,PF00673,1,0
PF00673,PF01000,0,0
PF00673,PF00861,1,1
PF00673,PF00793,0,0
PF00673,PF02390,0,0
PF00673,PF07065,0,0
PF00670,PF00917,0,0
PF00670,PF00670,1,1
PF00670,PF01808,0,0
PF00670,PF05221,1,1
PF07951,PF07952,1,0
PF07951,PF07953,1,1
PF10398,PF10398,0,1
PF00679,PF03796,0,0
PF00679,PF03953,0,0
PF00679,PF03764,1,1
PF00679,PF00679,0,1
PF00679,PF08084,0,0
PF00679,PF03946,0,1
PF00679,PF07717,0,0
PF00679,PF01264,0,0
PF00679,PF06421,0,1
PF00679,PF00772,0,0
PF00679,PF00990,0,0
PF01273,PF02886,1,1
PF01272,PF07687,0,0
PF01272,PF01546,0,0
PF01272,PF03449,1,1
PF01272,PF01272,0,1
PF01272,PF02668,0,0
PF01272,PF04563,0,0
PF01272,PF04983,0,0
PF01275,PF10613,0,0
PF01274,PF08240,0,0
PF01274,PF04175,0,0
PF01274,PF02803,0,0
PF01274,PF01274,1,1
PF01276,PF07724,0,0
PF01276,PF02767,0,0
PF01276,PF02768,0,0
PF01276,PF01676,0,0
PF01276,PF02779,0,0
PF01276,PF06415,0,0
PF01276,PF03709,1,1
PF01276,PF01276,1,1
PF01276,PF03144,0,0
PF01276,PF03711,1,1
PF01279,PF01279,1,1
PF01279,PF02985,1,1
PF01279,PF03810,1,0
PF01278,PF01278,1,1
PF05889,PF05889,0,1
PF01507,PF01507,0,1
PF01507,PF03144,0,1
PF04026,PF04026,0,1
PF01505,PF01505,1,1
PF01505,PF02155,0,0
PF01504,PF01504,0,0
PF04023,PF04023,0,1
PF01502,PF01503,0,0
PF01502,PF01502,1,1
PF01502,PF01634,0,0
PF00058,PF00058,0,1
PF00058,PF07645,0,1
PF00058,PF01390,0,0
PF00059,PF08391,1,1
PF00059,PF09006,1,1
PF00059,PF00059,1,1
PF00059,PF00092,1,1
PF00059,PF07654,1,1
PF00059,PF00129,1,1
PF00059,PF00594,1,0
PF00059,PF00104,0,0
PF00056,PF01432,0,0
PF00056,PF00155,0,0
PF00056,PF00056,1,1
PF00056,PF00069,0,0
PF00056,PF02866,1,1
PF00056,PF10601,0,0
PF00056,PF06424,0,0
PF00056,PF00501,0,0
PF00056,PF00397,0,0
PF00057,PF02958,0,0
PF00057,PF00058,0,1
PF00057,PF00073,1,1
PF00057,PF10545,0,0
PF00057,PF00057,1,1
PF00057,PF06401,0,1
PF00057,PF06400,0,1
PF00057,PF00428,0,0
PF00054,PF00054,1,1
PF00055,PF08441,0,0
PF00053,PF00053,1,1
PF00053,PF00058,1,1
PF00050,PF10591,0,1
PF00050,PF00089,1,1
PF00050,PF09120,1,0
PF00050,PF07915,0,1
PF00050,PF00050,1,1
PF00050,PF00082,1,1
PF00050,PF09289,1,1
PF00050,PF00131,0,0
PF00050,PF07648,0,1
PF00051,PF00089,1,1
PF00051,PF00051,1,1
PF00051,PF08764,0,0
PF00051,PF00594,1,0
PF00051,PF04650,0,0
PF04597,PF04756,0,0
PF04597,PF07732,0,0
PF04597,PF07690,0,0
PF04597,PF05875,0,0
PF06141,PF06141,0,1
PF08603,PF08603,1,1
PF08601,PF08601,1,1
PF00452,PF00452,1,1
PF00452,PF00931,1,1
PF00452,PF10514,0,1
PF00452,PF00619,1,1
PF00452,PF05529,0,0
PF00452,PF06773,0,0
PF00452,PF06393,0,1
PF00452,PF08945,1,1
PF00452,PF02180,1,1
PF00452,PF01459,0,0
PF00453,PF00453,0,1
PF00453,PF00455,0,0
PF00453,PF00572,1,1
PF00453,PF01702,0,0
PF00453,PF00829,1,1
PF00453,PF00773,0,0
PF00453,PF01571,0,0
PF00450,PF06384,0,0
PF00450,PF00450,1,1
PF00450,PF03381,0,0
PF00450,PF03239,0,0
PF00450,PF06011,0,0
PF00450,PF01161,1,1
PF00450,PF01569,0,0
PF00969,PF01669,1,1
PF00969,PF07686,1,1
PF00969,PF09245,1,1
PF00969,PF02072,1,0
PF00969,PF07654,1,1
PF00969,PF09307,1,0
PF00969,PF02876,1,1
PF00969,PF09291,0,1
PF00969,PF00969,1,1
PF00969,PF00993,1,1
PF00456,PF00849,0,0
PF00456,PF00580,0,0
PF00456,PF04607,0,0
PF00456,PF00456,1,1
PF00456,PF02491,0,0
PF00456,PF02780,1,1
PF00456,PF02779,1,1
PF00456,PF01336,0,0
PF00456,PF01556,0,0
PF00456,PF00478,0,0
PF00456,PF01808,0,0
PF00456,PF00575,0,0
PF00456,PF01264,0,0
PF00456,PF00816,0,0
PF00456,PF00772,0,0
PF06632,PF06632,1,1
PF00454,PF10193,0,0
PF00454,PF00613,1,1
PF00454,PF00454,0,1
PF00454,PF02518,0,0
PF00454,PF02344,0,0
PF00454,PF02205,0,0
PF00454,PF00794,1,1
PF00454,PF08539,0,0
PF00454,PF00498,0,0
PF00454,PF00792,1,1
PF00454,PF07904,0,0
PF00454,PF02319,0,0
PF00454,PF08423,0,0
PF07488,PF07488,1,1
PF00458,PF00579,1,1
PF00458,PF02176,0,0
PF00458,PF00554,0,0
PF00459,PF01016,0,0
PF00459,PF02540,0,0
PF00459,PF00459,1,1
PF00459,PF00684,0,0
PF04212,PF04212,0,1
PF04212,PF10584,0,0
PF07710,PF07710,1,1
PF07714,PF08016,0,0
PF07714,PF08947,1,1
PF07714,PF08198,0,0
PF07714,PF07714,1,1
PF07714,PF07965,0,0
PF07714,PF08824,0,0
PF07714,PF08412,0,0
PF07714,PF09759,0,0
PF07714,PF08263,0,0
PF07714,PF09310,0,0
PF07716,PF09325,0,0
PF07716,PF08563,0,0
PF07716,PF07716,1,1
PF07716,PF08447,0,0
PF09638,PF09638,0,1
PF08448,PF08448,0,1
PF01098,PF03330,0,0
PF01098,PF02559,0,0
PF01098,PF01225,0,0
PF01098,PF01820,0,0
PF01098,PF07478,0,0
PF01098,PF10555,0,0
PF01098,PF03448,0,0
PF01098,PF06689,0,0
PF01098,PF04536,0,0
PF01098,PF03717,0,0
PF01098,PF02873,0,0
PF02437,PF02437,1,1
PF02437,PF03166,0,0
PF02437,PF02671,0,0
PF06999,PF06999,1,0
PF01209,PF03144,0,0
PF01209,PF03143,0,0
PF06441,PF06441,1,1
PF08114,PF10559,0,0
PF08113,PF09125,1,1
PF07130,PF07130,0,1
PF07137,PF07137,0,1
PF08286,PF08286,0,0
PF08282,PF08282,1,1
PF06845,PF06845,0,1
PF06844,PF06844,0,1
PF01217,PF01694,0,0
PF01217,PF01433,0,0
PF01217,PF04733,0,0
PF01217,PF07770,0,0
PF01217,PF01679,0,0
PF01217,PF01602,1,1
PF06849,PF06973,0,1
PF05658,PF05662,1,1
PF05658,PF05658,0,1
PF05209,PF05209,1,1
PF06228,PF06228,0,1
PF00298,PF00590,0,0
PF00298,PF02348,0,0
PF00298,PF01245,0,0
PF00298,PF00573,0,0
PF00298,PF03946,1,1
PF00298,PF02926,0,0
PF00298,PF01155,0,0
PF00298,PF06325,0,1
PF00298,PF01985,0,0
PF00298,PF02985,0,0
PF00298,PF00687,0,0
PF00298,PF03144,0,0
PF00298,PF00542,0,1
PF00298,PF00466,0,1
PF00299,PF00545,0,1
PF00299,PF00299,1,1
PF07828,PF07828,1,1
PF00294,PF01423,0,0
PF00294,PF02540,0,0
PF00294,PF00294,1,1
PF00294,PF00339,0,0
PF00295,PF00295,1,1
PF00296,PF00296,1,1
PF00296,PF02540,0,0
PF01214,PF08164,0,0
PF01214,PF01423,0,0
PF01214,PF08644,0,0
PF01214,PF02518,0,0
PF01214,PF07776,0,0
PF01214,PF03813,0,0
PF01214,PF02146,0,0
PF01214,PF06068,0,0
PF01214,PF01399,0,0
PF01214,PF03531,0,0
PF01214,PF05179,0,0
PF01214,PF08662,0,0
PF01214,PF01214,1,1
PF00290,PF00583,0,0
PF00290,PF00290,1,1
PF00290,PF00291,1,1
PF00290,PF05974,0,0
PF00291,PF00311,0,0
PF00291,PF05193,0,0
PF00291,PF04062,0,0
PF00291,PF08541,0,0
PF00291,PF01814,0,0
PF00291,PF00364,0,0
PF00291,PF00749,0,0
PF00291,PF08439,0,0
PF00291,PF00342,0,0
PF00291,PF02776,0,0
PF00291,PF05000,0,0
PF00291,PF00623,0,0
PF00291,PF00389,0,0
PF00291,PF00573,0,0
PF00291,PF00575,0,0
PF00291,PF00347,0,0
PF00291,PF00417,0,0
PF00291,PF01053,0,0
PF00291,PF02826,0,0
PF00291,PF00679,0,0
PF00291,PF04030,0,0
PF00291,PF02597,0,1
PF00291,PF07650,0,0
PF00291,PF01193,0,0
PF00291,PF02699,0,0
PF00291,PF04815,0,0
PF00291,PF00585,1,0
PF00291,PF00501,0,0
PF00291,PF00483,0,0
PF00291,PF01230,0,0
PF00291,PF01008,0,0
PF00291,PF04983,0,0
PF00291,PF01967,0,0
PF00291,PF02798,0,0
PF00291,PF04997,0,0
PF00291,PF02540,0,0
PF00291,PF01565,0,0
PF00291,PF04998,0,0
PF00291,PF02154,0,0
PF00291,PF06418,0,0
PF00291,PF04314,0,0
PF00291,PF07977,0,0
PF00291,PF00291,1,1
PF00291,PF00561,0,0
PF00292,PF01424,0,0
PF00292,PF03803,0,0
PF00292,PF03344,0,0
PF00292,PF02809,0,0
PF00292,PF01607,0,0
PF00292,PF01248,0,0
PF00292,PF00641,0,0
PF00038,PF00038,1,1
PF00038,PF08700,0,0
PF00038,PF00046,0,0
PF00038,PF03914,0,0
PF00038,PF06625,0,0
PF00038,PF10603,0,0
PF00038,PF07324,0,0
PF00038,PF00226,0,0
PF00038,PF09034,0,0
PF00038,PF02209,0,0
PF00038,PF01853,0,0
PF00038,PF10586,0,0
PF00038,PF02201,0,0
PF00038,PF03494,0,0
PF00038,PF00083,0,0
PF00038,PF04130,0,0
PF00038,PF02146,0,0
PF00038,PF10506,0,0
PF00038,PF08790,0,0
PF00038,PF00514,0,0
PF00038,PF00225,0,0
PF00038,PF01431,0,0
PF00038,PF00060,0,0
PF00038,PF06617,0,0
PF00038,PF00241,0,0
PF00038,PF04110,0,0
PF00038,PF00244,0,0
PF00038,PF05914,0,0
PF00038,PF02198,0,0
PF00038,PF00305,0,0
PF00038,PF01784,0,0
PF00038,PF10226,0,0
PF00038,PF01442,0,0
PF00038,PF00273,0,0
PF00038,PF00790,0,0
PF00038,PF00619,0,0
PF00038,PF02127,0,0
PF01520,PF01520,0,1
PF01895,PF01895,1,1
PF01895,PF02080,1,1
PF01894,PF01894,1,1
PF04017,PF04017,0,1
PF01896,PF08966,1,0
PF01896,PF01896,1,1
PF01896,PF04104,1,1
PF01896,PF08996,0,0
PF01896,PF04042,0,0
PF01890,PF02570,0,0
PF01890,PF01890,0,1
PF01893,PF01893,0,1
PF03011,PF05424,0,0
PF04002,PF04002,0,1
PF07221,PF07221,1,1
PF04174,PF08379,0,0
PF04118,PF07690,0,0
PF07228,PF07228,0,1
PF08841,PF08841,1,1
PF09897,PF09897,0,1
PF09891,PF09891,0,1
PF00293,PF06623,0,0
PF00293,PF01423,0,0
PF00293,PF00318,0,0
PF00293,PF01467,0,1
PF00293,PF00588,0,0
PF00293,PF02302,0,0
PF00293,PF09296,1,1
PF00293,PF04739,0,0
PF00293,PF10506,0,0
PF00293,PF00456,0,0
PF00293,PF00625,0,0
PF00293,PF01133,0,0
PF00293,PF00899,0,0
PF00293,PF05173,0,0
PF00293,PF07776,0,0
PF00293,PF03947,0,0
PF00293,PF07714,0,0
PF00293,PF00347,0,0
PF00293,PF00575,0,0
PF00293,PF05026,1,1
PF00293,PF02826,0,0
PF00293,PF04078,0,0
PF00293,PF01479,0,0
PF00293,PF10417,0,0
PF00293,PF05181,0,0
PF00293,PF00687,0,0
PF00293,PF00300,0,1
PF00293,PF02214,0,0
PF00293,PF03148,0,0
PF00293,PF08241,0,0
PF00293,PF03103,0,0
PF00293,PF09416,0,0
PF00293,PF00917,0,0
PF00293,PF00731,0,0
PF00293,PF01025,0,0
PF00293,PF00633,0,0
PF00293,PF02540,0,0
PF00293,PF01253,0,0
PF00293,PF03719,0,0
PF00293,PF02569,0,0
PF00293,PF00566,0,0
PF00293,PF00428,0,0
PF00293,PF00505,0,0
PF00293,PF01259,0,0
PF00293,PF00293,1,1
PF06545,PF06545,0,1
PF07408,PF07408,0,1
PF01529,PF05739,0,0
PF02945,PF09124,1,1
PF02945,PF02945,1,1
PF04008,PF04008,0,1
PF02829,PF08279,1,1
PF06283,PF06283,0,1
PF02828,PF09058,0,1
PF02828,PF02828,1,1
PF06064,PF06064,0,1
PF04285,PF06798,0,0
PF04285,PF04293,0,0
PF04285,PF08298,0,0
PF07569,PF09453,0,0
PF06068,PF06623,0,0
PF06068,PF08426,0,0
PF06068,PF07572,0,0
PF06068,PF10176,0,0
PF06068,PF10314,0,0
PF06068,PF07904,0,0
PF06068,PF06068,0,1
PF06267,PF06267,0,1
PF08849,PF08849,0,1
PF06263,PF06263,0,1
PF06262,PF06262,0,1
PF02824,PF10506,0,0
PF02824,PF02824,0,1
PF02824,PF08438,0,1
PF02824,PF04408,0,0
PF02824,PF07973,1,1
PF06268,PF06268,1,1
PF03658,PF04359,0,0
PF03658,PF04386,0,0
PF03658,PF03658,0,1
PF03658,PF04362,0,0
PF03658,PF04999,0,0
PF03129,PF03797,0,0
PF03129,PF04739,0,0
PF03129,PF10506,0,0
PF03129,PF09180,1,0
PF03129,PF03808,0,0
PF03129,PF03129,1,1
PF03127,PF03127,1,1
PF03127,PF03528,1,1
PF02533,PF05969,0,1
PF03657,PF03657,0,1
PF03657,PF04427,0,0
PF03656,PF03656,0,1
PF03123,PF03123,1,1
PF03122,PF03122,1,1
PF02531,PF02605,1,1
PF02127,PF03909,0,0
PF02127,PF08477,0,0
PF02127,PF02127,0,1
PF08505,PF08613,0,0
PF07575,PF07575,0,1
PF10402,PF10402,0,1
PF10403,PF10404,0,1
PF10404,PF10405,0,1
PF01937,PF01937,0,1
PF04131,PF04131,1,1
PF01570,PF07686,0,1
PF02630,PF02630,1,1
PF02631,PF02631,0,1
PF01875,PF01875,0,1
PF02633,PF02633,1,1
PF02634,PF02634,0,1
PF01872,PF03795,0,0
PF01872,PF01872,1,1
PF01871,PF01871,1,1
PF01870,PF01870,1,1
PF04434,PF04434,0,0
PF02538,PF05378,0,0
PF01878,PF01878,0,1
PF03728,PF03728,1,1
PF03239,PF07690,0,0
PF03239,PF03953,0,0
PF03239,PF08114,0,0
PF03239,PF06011,0,0
PF00426,PF00426,1,1
PF03721,PF03721,0,1
PF03720,PF03721,1,1
PF03720,PF03720,1,1
PF03723,PF03723,0,1
PF03722,PF03723,1,1
PF03725,PF03743,0,0
PF03725,PF03813,0,0
PF03725,PF07539,0,0
PF03725,PF04055,0,0
PF03725,PF08652,0,0
PF03725,PF07717,0,0
PF03725,PF03725,1,1
PF03725,PF03726,1,1
PF03727,PF03727,1,1
PF03726,PF03726,0,1
PF03902,PF03902,1,1
PF03909,PF03909,0,0
PF03909,PF08567,1,0
PF01784,PF01784,0,1
PF01602,PF04733,0,0
PF01602,PF02893,0,0
PF01602,PF01679,0,0
PF01602,PF09830,0,0
PF01602,PF02518,0,0
PF01602,PF09346,0,0
PF01602,PF01694,0,0
PF01602,PF01775,0,0
PF01602,PF02985,0,0
PF01602,PF07650,0,0
PF01602,PF02883,0,0
PF01602,PF02874,0,0
PF01602,PF10287,0,0
PF01602,PF01602,1,1
PF05764,PF06068,0,0
PF05764,PF06752,0,0
PF10531,PF10531,0,1
PF10197,PF10197,0,0
PF02611,PF02611,0,1
PF03835,PF09280,0,1
PF03835,PF10403,0,1
PF02838,PF02838,1,1
PF02838,PF03173,1,0
PF02838,PF03174,1,1
PF03830,PF03830,1,1
PF02298,PF02298,1,1
PF02296,PF02883,1,1
PF02297,PF02518,0,0
PF02297,PF02297,1,1
PF02294,PF02294,1,1
PF02295,PF02295,1,1
PF02836,PF02929,1,1
PF02836,PF02836,1,1
PF02836,PF02837,1,1
PF02837,PF02929,1,1
PF03349,PF03349,1,1
PF02291,PF03847,0,0
PF02291,PF02969,1,1
PF02291,PF05236,0,0
PF02291,PF03540,0,0
PF02291,PF04494,0,0
PF09259,PF09259,1,1
PF09258,PF09258,1,1
PF09256,PF09256,1,0
PF09255,PF09255,1,1
PF09254,PF09254,1,1
PF09701,PF09701,0,1
PF09252,PF09252,0,1
PF04962,PF04962,1,1
PF02947,PF02947,1,1
PF04960,PF04960,1,1
PF09588,PF09588,0,1
PF04969,PF05002,1,0
PF04969,PF09032,1,0
PF04969,PF10506,0,0
PF04969,PF04969,1,1
PF00905,PF00905,1,1
PF00905,PF02559,0,0
PF00905,PF00912,1,1
PF00905,PF03793,1,1
PF00905,PF01820,0,0
PF00905,PF07478,0,0
PF00905,PF01979,0,0
PF00905,PF10555,0,0
PF00905,PF06689,0,0
PF00905,PF02873,0,0
PF00905,PF03717,1,1
PF00905,PF01098,0,0
PF00905,PF01225,0,0
PF00906,PF00906,0,1
PF00907,PF00907,1,1
PF00907,PF00929,0,0
PF00907,PF01749,0,0
PF05169,PF05169,1,1
PF05168,PF05168,1,1
PF00902,PF01578,0,0
PF00902,PF02416,0,0
PF00903,PF00903,1,1
PF05165,PF05165,0,1
PF05164,PF05164,1,1
PF05167,PF05167,0,1
PF00908,PF02472,0,0
PF00908,PF08267,0,0
PF00908,PF00908,1,1
PF00908,PF01717,0,0
PF00908,PF08534,0,0
PF05160,PF08423,0,0
PF05160,PF09103,1,1
PF05160,PF09169,1,1
PF05163,PF05163,0,1
PF02749,PF02749,0,1
PF08693,PF08693,0,0
PF08693,PF10277,0,0
PF05368,PF05368,1,1
PF00108,PF00378,1,1
PF00108,PF00725,1,0
PF00108,PF00155,0,0
PF00108,PF02803,1,1
PF00108,PF01245,0,0
PF00108,PF00108,1,1
PF00108,PF01274,0,0
PF00108,PF02737,1,0
PF00108,PF01253,0,0
PF00108,PF10506,0,0
PF02742,PF04023,1,1
PF02742,PF02742,1,1
PF02743,PF05581,0,1
PF02744,PF02744,1,1
PF02745,PF02745,1,1
